rating_gap,outcome_type
113,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
141,Expected (Higher Rated Won)
23,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
130,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
76,Upset (Lower Rated Won)
341,Expected (Higher Rated Won)
372,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
231,Expected (Higher Rated Won)
159,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
229,Expected (Higher Rated Won)
82,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
29,Upset (Lower Rated Won)
51,Upset (Lower Rated Won)
275,Upset (Lower Rated Won)
115,Upset (Lower Rated Won)
68,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
189,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
37,Expected (Higher Rated Won)
166,Expected (Higher Rated Won)
44,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
100,Upset (Lower Rated Won)
4,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
42,Upset (Lower Rated Won)
29,Upset (Lower Rated Won)
141,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
58,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
136,Upset (Lower Rated Won)
238,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
40,Upset (Lower Rated Won)
2,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
208,Upset (Lower Rated Won)
265,Upset (Lower Rated Won)
229,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
144,Upset (Lower Rated Won)
13,Upset (Lower Rated Won)
7,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
311,Expected (Higher Rated Won)
230,Expected (Higher Rated Won)
266,Expected (Higher Rated Won)
228,Expected (Higher Rated Won)
197,Expected (Higher Rated Won)
394,Expected (Higher Rated Won)
394,Expected (Higher Rated Won)
394,Expected (Higher Rated Won)
48,Upset (Lower Rated Won)
379,Expected (Higher Rated Won)
329,Expected (Higher Rated Won)
191,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
238,Upset (Lower Rated Won)
170,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
406,Upset (Lower Rated Won)
361,Upset (Lower Rated Won)
619,Upset (Lower Rated Won)
619,Upset (Lower Rated Won)
219,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
89,Expected (Higher Rated Won)
3,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
70,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
56,Expected (Higher Rated Won)
839,Expected (Higher Rated Won)
1045,Upset (Lower Rated Won)
248,Upset (Lower Rated Won)
901,Expected (Higher Rated Won)
467,Upset (Lower Rated Won)
215,Expected (Higher Rated Won)
117,Expected (Higher Rated Won)
281,Expected (Higher Rated Won)
1001,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
453,Expected (Higher Rated Won)
358,Expected (Higher Rated Won)
69,Expected (Higher Rated Won)
53,Upset (Lower Rated Won)
13,Upset (Lower Rated Won)
244,Upset (Lower Rated Won)
181,Expected (Higher Rated Won)
587,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
554,Expected (Higher Rated Won)
182,Expected (Higher Rated Won)
65,Expected (Higher Rated Won)
49,Upset (Lower Rated Won)
347,Expected (Higher Rated Won)
373,Expected (Higher Rated Won)
115,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
10,Upset (Lower Rated Won)
50,Expected (Higher Rated Won)
280,Upset (Lower Rated Won)
218,Expected (Higher Rated Won)
362,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
12,Expected (Higher Rated Won)
167,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
186,Expected (Higher Rated Won)
231,Upset (Lower Rated Won)
65,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
37,Upset (Lower Rated Won)
100,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
118,Upset (Lower Rated Won)
84,Upset (Lower Rated Won)
120,Upset (Lower Rated Won)
100,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
330,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
24,Expected (Higher Rated Won)
307,Upset (Lower Rated Won)
54,Expected (Higher Rated Won)
186,Expected (Higher Rated Won)
360,Expected (Higher Rated Won)
180,Expected (Higher Rated Won)
410,Expected (Higher Rated Won)
489,Expected (Higher Rated Won)
166,Upset (Lower Rated Won)
27,Upset (Lower Rated Won)
72,Expected (Higher Rated Won)
323,Expected (Higher Rated Won)
157,Upset (Lower Rated Won)
189,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
29,Upset (Lower Rated Won)
520,Expected (Higher Rated Won)
279,Expected (Higher Rated Won)
14,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
284,Expected (Higher Rated Won)
66,Expected (Higher Rated Won)
519,Expected (Higher Rated Won)
447,Expected (Higher Rated Won)
101,Upset (Lower Rated Won)
303,Expected (Higher Rated Won)
183,Upset (Lower Rated Won)
203,Upset (Lower Rated Won)
371,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
239,Expected (Higher Rated Won)
79,Upset (Lower Rated Won)
28,Upset (Lower Rated Won)
77,Expected (Higher Rated Won)
134,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
132,Upset (Lower Rated Won)
182,Expected (Higher Rated Won)
148,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
404,Expected (Higher Rated Won)
134,Upset (Lower Rated Won)
146,Upset (Lower Rated Won)
283,Expected (Higher Rated Won)
203,Expected (Higher Rated Won)
138,Expected (Higher Rated Won)
181,Expected (Higher Rated Won)
72,Expected (Higher Rated Won)
100,Upset (Lower Rated Won)
132,Expected (Higher Rated Won)
204,Expected (Higher Rated Won)
352,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
236,Expected (Higher Rated Won)
158,Expected (Higher Rated Won)
133,Expected (Higher Rated Won)
89,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
50,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
53,Upset (Lower Rated Won)
200,Expected (Higher Rated Won)
266,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
95,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
55,Upset (Lower Rated Won)
146,Upset (Lower Rated Won)
112,Expected (Higher Rated Won)
130,Expected (Higher Rated Won)
130,Expected (Higher Rated Won)
136,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
701,Expected (Higher Rated Won)
617,Upset (Lower Rated Won)
560,Upset (Lower Rated Won)
533,Upset (Lower Rated Won)
367,Upset (Lower Rated Won)
400,Upset (Lower Rated Won)
785,Expected (Higher Rated Won)
141,Upset (Lower Rated Won)
98,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
21,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
18,Upset (Lower Rated Won)
152,Upset (Lower Rated Won)
105,Upset (Lower Rated Won)
21,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
286,Expected (Higher Rated Won)
178,Expected (Higher Rated Won)
188,Expected (Higher Rated Won)
175,Expected (Higher Rated Won)
217,Expected (Higher Rated Won)
80,Expected (Higher Rated Won)
356,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
65,Upset (Lower Rated Won)
95,Upset (Lower Rated Won)
82,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
99,Upset (Lower Rated Won)
158,Expected (Higher Rated Won)
269,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
178,Expected (Higher Rated Won)
87,Upset (Lower Rated Won)
123,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
139,Expected (Higher Rated Won)
58,Upset (Lower Rated Won)
123,Upset (Lower Rated Won)
75,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
278,Expected (Higher Rated Won)
249,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
157,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
24,Upset (Lower Rated Won)
319,Expected (Higher Rated Won)
170,Expected (Higher Rated Won)
103,Expected (Higher Rated Won)
316,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
498,Expected (Higher Rated Won)
498,Expected (Higher Rated Won)
498,Upset (Lower Rated Won)
307,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
53,Upset (Lower Rated Won)
138,Upset (Lower Rated Won)
805,Expected (Higher Rated Won)
804,Expected (Higher Rated Won)
403,Expected (Higher Rated Won)
403,Expected (Higher Rated Won)
534,Expected (Higher Rated Won)
529,Expected (Higher Rated Won)
524,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
608,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
26,Upset (Lower Rated Won)
26,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
143,Upset (Lower Rated Won)
23,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
129,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
180,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
44,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
115,Expected (Higher Rated Won)
95,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
73,Upset (Lower Rated Won)
69,Expected (Higher Rated Won)
56,Expected (Higher Rated Won)
362,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
86,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
90,Expected (Higher Rated Won)
90,Expected (Higher Rated Won)
90,Expected (Higher Rated Won)
106,Upset (Lower Rated Won)
131,Expected (Higher Rated Won)
130,Expected (Higher Rated Won)
218,Expected (Higher Rated Won)
208,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
253,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
65,Upset (Lower Rated Won)
93,Upset (Lower Rated Won)
122,Upset (Lower Rated Won)
318,Expected (Higher Rated Won)
188,Upset (Lower Rated Won)
147,Expected (Higher Rated Won)
154,Expected (Higher Rated Won)
177,Expected (Higher Rated Won)
269,Expected (Higher Rated Won)
260,Expected (Higher Rated Won)
134,Upset (Lower Rated Won)
114,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
126,Expected (Higher Rated Won)
249,Expected (Higher Rated Won)
120,Upset (Lower Rated Won)
54,Upset (Lower Rated Won)
81,Upset (Lower Rated Won)
85,Expected (Higher Rated Won)
209,Expected (Higher Rated Won)
171,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
1,Expected (Higher Rated Won)
175,Expected (Higher Rated Won)
280,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
84,Upset (Lower Rated Won)
58,Upset (Lower Rated Won)
179,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
260,Expected (Higher Rated Won)
141,Expected (Higher Rated Won)
22,Upset (Lower Rated Won)
166,Upset (Lower Rated Won)
315,Expected (Higher Rated Won)
257,Expected (Higher Rated Won)
269,Expected (Higher Rated Won)
87,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
284,Upset (Lower Rated Won)
206,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
166,Expected (Higher Rated Won)
24,Upset (Lower Rated Won)
519,Expected (Higher Rated Won)
509,Expected (Higher Rated Won)
115,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
60,Expected (Higher Rated Won)
18,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
60,Upset (Lower Rated Won)
103,Upset (Lower Rated Won)
222,Expected (Higher Rated Won)
235,Upset (Lower Rated Won)
235,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
221,Upset (Lower Rated Won)
175,Expected (Higher Rated Won)
303,Expected (Higher Rated Won)
213,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
194,Expected (Higher Rated Won)
36,Upset (Lower Rated Won)
132,Upset (Lower Rated Won)
212,Upset (Lower Rated Won)
243,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
46,Expected (Higher Rated Won)
95,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
114,Expected (Higher Rated Won)
44,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
96,Expected (Higher Rated Won)
113,Upset (Lower Rated Won)
265,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
38,Upset (Lower Rated Won)
1,Upset (Lower Rated Won)
564,Expected (Higher Rated Won)
46,Expected (Higher Rated Won)
29,Upset (Lower Rated Won)
249,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
18,Upset (Lower Rated Won)
87,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
128,Expected (Higher Rated Won)
51,Expected (Higher Rated Won)
29,Upset (Lower Rated Won)
129,Upset (Lower Rated Won)
9,Upset (Lower Rated Won)
6,Upset (Lower Rated Won)
15,Upset (Lower Rated Won)
39,Upset (Lower Rated Won)
408,Expected (Higher Rated Won)
378,Expected (Higher Rated Won)
816,Expected (Higher Rated Won)
814,Expected (Higher Rated Won)
350,Expected (Higher Rated Won)
560,Expected (Higher Rated Won)
431,Upset (Lower Rated Won)
528,Expected (Higher Rated Won)
503,Expected (Higher Rated Won)
507,Expected (Higher Rated Won)
208,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
234,Expected (Higher Rated Won)
143,Upset (Lower Rated Won)
57,Upset (Lower Rated Won)
104,Upset (Lower Rated Won)
160,Upset (Lower Rated Won)
178,Upset (Lower Rated Won)
36,Upset (Lower Rated Won)
230,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
134,Upset (Lower Rated Won)
179,Upset (Lower Rated Won)
13,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
120,Upset (Lower Rated Won)
62,Upset (Lower Rated Won)
255,Upset (Lower Rated Won)
99,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
508,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
105,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
262,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
122,Upset (Lower Rated Won)
163,Upset (Lower Rated Won)
170,Expected (Higher Rated Won)
430,Expected (Higher Rated Won)
182,Upset (Lower Rated Won)
108,Upset (Lower Rated Won)
17,Upset (Lower Rated Won)
109,Expected (Higher Rated Won)
372,Expected (Higher Rated Won)
367,Expected (Higher Rated Won)
360,Expected (Higher Rated Won)
104,Expected (Higher Rated Won)
259,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
102,Upset (Lower Rated Won)
109,Expected (Higher Rated Won)
115,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
53,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
58,Upset (Lower Rated Won)
33,Upset (Lower Rated Won)
87,Expected (Higher Rated Won)
23,Upset (Lower Rated Won)
148,Expected (Higher Rated Won)
131,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
17,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
101,Expected (Higher Rated Won)
94,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
134,Expected (Higher Rated Won)
180,Upset (Lower Rated Won)
76,Expected (Higher Rated Won)
106,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
269,Upset (Lower Rated Won)
296,Upset (Lower Rated Won)
469,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
104,Expected (Higher Rated Won)
230,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
80,Expected (Higher Rated Won)
17,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
146,Upset (Lower Rated Won)
73,Upset (Lower Rated Won)
300,Expected (Higher Rated Won)
261,Expected (Higher Rated Won)
344,Upset (Lower Rated Won)
147,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
147,Upset (Lower Rated Won)
289,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
245,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
112,Expected (Higher Rated Won)
24,Upset (Lower Rated Won)
12,Expected (Higher Rated Won)
3,Expected (Higher Rated Won)
88,Upset (Lower Rated Won)
71,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
185,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
2,Expected (Higher Rated Won)
14,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
6,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
44,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
58,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
112,Upset (Lower Rated Won)
35,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
138,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
11,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
103,Expected (Higher Rated Won)
71,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
83,Upset (Lower Rated Won)
65,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
47,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
15,Upset (Lower Rated Won)
93,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
530,Expected (Higher Rated Won)
727,Expected (Higher Rated Won)
242,Expected (Higher Rated Won)
121,Expected (Higher Rated Won)
50,Upset (Lower Rated Won)
85,Upset (Lower Rated Won)
63,Upset (Lower Rated Won)
114,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
299,Expected (Higher Rated Won)
329,Expected (Higher Rated Won)
465,Expected (Higher Rated Won)
184,Upset (Lower Rated Won)
157,Upset (Lower Rated Won)
313,Upset (Lower Rated Won)
788,Expected (Higher Rated Won)
41,Upset (Lower Rated Won)
50,Upset (Lower Rated Won)
40,Upset (Lower Rated Won)
49,Upset (Lower Rated Won)
669,Expected (Higher Rated Won)
669,Expected (Higher Rated Won)
621,Upset (Lower Rated Won)
621,Upset (Lower Rated Won)
547,Expected (Higher Rated Won)
243,Expected (Higher Rated Won)
316,Upset (Lower Rated Won)
537,Expected (Higher Rated Won)
537,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
176,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
81,Expected (Higher Rated Won)
363,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
224,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
151,Upset (Lower Rated Won)
143,Upset (Lower Rated Won)
60,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
48,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
222,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
333,Expected (Higher Rated Won)
32,Expected (Higher Rated Won)
84,Upset (Lower Rated Won)
200,Expected (Higher Rated Won)
250,Expected (Higher Rated Won)
241,Expected (Higher Rated Won)
231,Expected (Higher Rated Won)
75,Expected (Higher Rated Won)
103,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
55,Upset (Lower Rated Won)
60,Upset (Lower Rated Won)
93,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
422,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
529,Expected (Higher Rated Won)
62,Expected (Higher Rated Won)
409,Expected (Higher Rated Won)
328,Expected (Higher Rated Won)
623,Expected (Higher Rated Won)
1155,Expected (Higher Rated Won)
452,Expected (Higher Rated Won)
390,Expected (Higher Rated Won)
629,Expected (Higher Rated Won)
111,Expected (Higher Rated Won)
488,Expected (Higher Rated Won)
388,Upset (Lower Rated Won)
532,Upset (Lower Rated Won)
504,Expected (Higher Rated Won)
494,Expected (Higher Rated Won)
482,Expected (Higher Rated Won)
200,Expected (Higher Rated Won)
553,Expected (Higher Rated Won)
866,Expected (Higher Rated Won)
717,Expected (Higher Rated Won)
259,Expected (Higher Rated Won)
403,Expected (Higher Rated Won)
528,Expected (Higher Rated Won)
353,Expected (Higher Rated Won)
318,Upset (Lower Rated Won)
685,Upset (Lower Rated Won)
607,Expected (Higher Rated Won)
328,Expected (Higher Rated Won)
146,Upset (Lower Rated Won)
334,Expected (Higher Rated Won)
151,Expected (Higher Rated Won)
246,Expected (Higher Rated Won)
215,Expected (Higher Rated Won)
252,Expected (Higher Rated Won)
293,Expected (Higher Rated Won)
293,Expected (Higher Rated Won)
293,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
3,Expected (Higher Rated Won)
47,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
28,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
171,Upset (Lower Rated Won)
43,Upset (Lower Rated Won)
97,Upset (Lower Rated Won)
54,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
124,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
72,Upset (Lower Rated Won)
53,Upset (Lower Rated Won)
330,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
127,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
140,Expected (Higher Rated Won)
349,Expected (Higher Rated Won)
128,Expected (Higher Rated Won)
111,Upset (Lower Rated Won)
252,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
308,Upset (Lower Rated Won)
201,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
401,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
219,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
167,Upset (Lower Rated Won)
132,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
209,Expected (Higher Rated Won)
138,Upset (Lower Rated Won)
95,Expected (Higher Rated Won)
570,Expected (Higher Rated Won)
148,Expected (Higher Rated Won)
596,Expected (Higher Rated Won)
460,Expected (Higher Rated Won)
855,Expected (Higher Rated Won)
248,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
128,Upset (Lower Rated Won)
752,Expected (Higher Rated Won)
545,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
252,Expected (Higher Rated Won)
24,Expected (Higher Rated Won)
643,Upset (Lower Rated Won)
132,Expected (Higher Rated Won)
520,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
285,Upset (Lower Rated Won)
163,Expected (Higher Rated Won)
42,Upset (Lower Rated Won)
107,Upset (Lower Rated Won)
80,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
138,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
199,Upset (Lower Rated Won)
74,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
189,Upset (Lower Rated Won)
327,Expected (Higher Rated Won)
430,Expected (Higher Rated Won)
372,Expected (Higher Rated Won)
503,Expected (Higher Rated Won)
503,Expected (Higher Rated Won)
503,Expected (Higher Rated Won)
172,Expected (Higher Rated Won)
172,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
448,Expected (Higher Rated Won)
173,Expected (Higher Rated Won)
78,Upset (Lower Rated Won)
98,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
205,Upset (Lower Rated Won)
373,Upset (Lower Rated Won)
329,Upset (Lower Rated Won)
138,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
289,Expected (Higher Rated Won)
37,Upset (Lower Rated Won)
193,Upset (Lower Rated Won)
205,Expected (Higher Rated Won)
119,Expected (Higher Rated Won)
363,Upset (Lower Rated Won)
304,Expected (Higher Rated Won)
167,Expected (Higher Rated Won)
62,Upset (Lower Rated Won)
12,Expected (Higher Rated Won)
4,Upset (Lower Rated Won)
73,Expected (Higher Rated Won)
139,Upset (Lower Rated Won)
194,Expected (Higher Rated Won)
450,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
4,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
62,Upset (Lower Rated Won)
224,Expected (Higher Rated Won)
373,Expected (Higher Rated Won)
248,Expected (Higher Rated Won)
131,Upset (Lower Rated Won)
122,Expected (Higher Rated Won)
108,Upset (Lower Rated Won)
138,Upset (Lower Rated Won)
123,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
24,Upset (Lower Rated Won)
87,Upset (Lower Rated Won)
271,Expected (Higher Rated Won)
324,Expected (Higher Rated Won)
47,Upset (Lower Rated Won)
176,Expected (Higher Rated Won)
527,Expected (Higher Rated Won)
397,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
592,Expected (Higher Rated Won)
286,Upset (Lower Rated Won)
647,Expected (Higher Rated Won)
937,Expected (Higher Rated Won)
