game_id,rating_diff,turns,victory_status
KJxzUQ5Q,132,30,mate
ZmrjzoIM,212,153,resign
Ka66jOVA,-243,2,resign
9Eu3zUru,8,81,resign
OGvtBc3N,-46,56,mate
YPQKRj0E,-95,42,resign
Rw530QGP,15,35,resign
Px41L5pw,-114,132,outoftime
POFkxObI,-44,178,mate
V7KJY7fq,28,130,mate
JyGHVEMF,-111,91,mate
TfgXBzBK,7,56,outoftime
jzZwfK9r,96,61,mate
VoPvZFYx,-113,67,mate
e824U48I,265,79,resign
RwxQ7oxk,-58,190,mate
3mXsncTw,12,116,resign
5u9RnM78,-38,79,mate
zHUpHUGX,-1,35,mate
kuxgeqGu,564,59,resign
Kx1DVz3N,46,83,mate
9ysJ6Cis,29,74,mate
Wm68dNZS,249,65,resign
4qjLQ2vt,85,67,outoftime
AKqNMl1e,18,114,mate
fxpnVACl,87,51,resign
U6zzkrI2,-10,76,outoftime
ZV84LRAR,-28,132,mate
lQZGKfy1,-128,29,resign
Pn6ePQG0,51,115,outoftime
NOmNIwDc,-29,109,mate
5nDxykOS,129,86,mate
dkd9shG5,-9,57,mate
YhTv3KyJ,6,64,mate
7DalqMTu,-15,89,resign
Z8ciOQ8Y,39,122,resign
q8i8y1b0,-408,20,outoftime
bHYRYZaM,378,33,mate
NfBZEuyc,-816,38,mate
57YGNKFH,-814,96,mate
EZzKzUGv,350,137,mate
icEiP2cj,-560,44,resign
nRe0yd1I,-431,81,resign
a1TrVjsg,-528,22,mate
Mp0sITa6,503,11,mate
yTUVwctM,507,17,mate
J6LRuq67,208,35,mate
1TsPXRD2,-52,43,mate
tKSKAgXt,-234,14,resign
WSDe0tBL,143,12,resign
T9VV3mLt,-57,143,resign
D7obELmX,104,52,mate
wvyB2GEh,160,14,resign
MBfosxws,-178,13,mate
07QIusCD,36,30,resign
JZteCrHX,230,61,resign
DKTid6RD,-54,52,mate
b9nb2mZg,5,15,resign
optCMdlD,-134,44,resign
GqGfqxo7,-179,47,mate
sXdyCLo9,-13,34,resign
tBBTQgxX,-7,42,mate
kOkuWNex,120,86,resign
BtiNa3v8,-62,33,mate
If0NE6A6,255,74,resign
Ri2wVOFQ,99,23,resign
3moGhJRj,-8,87,resign
QwBwI2vs,8,32,mate
eij5Wwbt,-508,16,resign
99RFcqJJ,8,59,resign
HikB8dBt,-219,24,resign
KHcZKz3R,-8,67,mate
4Mp7EKjb,105,93,outoftime
VcDiAZUT,-81,104,mate
35wtoLlU,-262,102,mate
vkZBrEUA,-193,10,mate
R4CCAStp,193,37,mate
VBrjmIzu,-193,60,resign
Bf7JY6zl,122,20,resign
EtCT1vQp,-163,13,mate
F5Dylbt6,-170,6,mate
QyUDNSWn,430,43,mate
YCEKNJhX,182,2,outoftime
TvIAkZ2L,-108,79,resign
pP1snJR1,17,98,mate
boAihvyd,109,31,resign
8cEMrKBk,372,101,resign
PfjCXDuD,367,40,resign
mUn5zghl,360,46,resign
GkvREvBi,104,24,resign
RXAG37bB,259,60,mate
Ajfuq7uC,33,51,resign
V76qHSgf,102,112,mate
V8SwS4J6,109,77,mate
Nq2WGY2a,115,42,resign
L5sSLRGt,-2,65,resign
2cBP5VQm,53,52,mate
o6sW5dcz,-8,85,outoftime
P2VQpJwX,-14,35,resign
Nl2sxdE7,-29,80,outoftime
yi91o0ZQ,-58,105,resign
tdUIQ3Ak,33,90,resign
76LxuInq,87,149,outoftime
uHKdeMFq,23,96,outoftime
cPKqXQK4,-148,38,resign
g2Nk0yPn,131,84,outoftime
riyzy96e,52,41,resign
s9FQgwqr,-38,62,outoftime
G4zykSzf,144,53,outoftime
MU0kCVSG,91,27,mate
DX88RC92,2,78,resign
vDfmcSaY,17,47,resign
KB3VDXjS,28,33,resign
14uxTOk8,-71,103,resign
QyVWssah,-101,46,outoftime
KBd67yI6,-94,79,resign
k63szwKs,58,73,mate
URm0HwaA,134,37,resign
7BiRwIud,-180,23,resign
ySUGslvQ,76,41,resign
1eWXAvNc,-106,29,resign
mrcglUMg,-22,50,resign
FuBgt0BL,25,85,outoftime
33SSmEqC,-269,29,resign
tlIFAXVo,-296,39,mate
PGpoY41V,469,39,mate
dkN7UXBE,79,35,mate
qtSLIefu,-18,32,mate
xV8lM5qb,-64,21,mate
IN379DZx,104,13,outoftime
SpbzUQHu,230,79,resign
VShXyG9e,76,43,resign
WOR6IqGa,-80,40,resign
1CqW0pzY,17,78,resign
pssAII49,14,29,resign
PrV5gvy0,146,12,resign
WpgjZDGC,-73,47,mate
73sI51Ed,300,40,resign
1FTgtl6L,261,85,resign
1O4L37hb,344,46,resign
c6bXLoQK,147,65,outoftime
s7HILile,147,91,outoftime
T9DNTXJP,147,64,resign
MUp0E0hz,-289,90,mate
rKf0fShq,85,57,mate
85Vu9TjT,-245,32,outoftime
jZa30I4z,68,45,mate
nMoBUPup,112,69,resign
VKqQFLrp,-24,25,resign
1k1Br31J,-12,50,resign
0XxbYc5t,3,75,resign
KgMGDIi0,88,90,resign
l8iJy7XT,-71,14,resign
I3QI3tcT,9,37,resign
0MKvR3j3,-14,52,resign
n0VbNOps,-25,52,mate
17xEHXw5,-28,54,resign
mbakKdOR,-185,22,mate
JfI1YYYk,-5,31,resign
T8AfxxW4,2,85,mate
W7e8yJqX,-14,64,resign
P0He9I4m,22,9,mate
jvylwbOE,33,40,resign
7NvdRC8V,6,132,resign
JElusY2p,-52,42,mate
yi2xPE7T,-28,50,resign
Xxq6QUe1,44,37,resign
jijeCk1l,15,117,resign
BL8t5NPL,58,70,outoftime
nKVzLNtL,-38,14,resign
9r5zfTGS,-2,59,resign
2d4CZyN9,-112,39,resign
Tsaub2Xw,-35,26,resign
FNPIbnwf,0,58,resign
204FuTNI,17,104,mate
YT53T6Rz,138,63,mate
kB64c4UZ,7,97,mate
l8FqYmJR,63,51,resign
cska7GZG,52,63,resign
JeKSeily,11,33,resign
u6K5vgPh,-1,79,resign
8TKmtNf2,103,33,resign
poINaTzI,71,11,resign
V8eDU7iq,57,21,resign
ofpF0oRM,-83,17,resign
V9xscecv,65,26,resign
E9xiPEZK,-93,29,mate
AHXojpIK,-47,61,resign
JPNQf9j2,45,39,resign
gIslASxZ,-15,59,resign
iU3eX41f,93,27,mate
dYmzjCHr,-93,34,mate
IbV32ZPE,93,17,mate
S88Hhz5u,530,5,resign
iyYOohgL,727,47,mate
ySzcuMJr,-242,18,mate
R3nrXrqZ,121,9,resign
cHzDiEHH,50,44,mate
ZUOFdaon,-85,53,mate
86Ph7m5y,63,26,resign
9xlp4XvI,114,7,resign
mTVPiE7r,98,4,resign
38Ds9mfx,273,45,resign
4CcvDonT,-299,17,resign
vUrcxhu3,329,57,resign
Thhr5sGU,465,85,mate
0kaedXef,-184,171,mate
Cfs3ls9A,-157,28,resign
8hpPYZOe,313,78,mate
3NQKJmJ5,788,1,outoftime
gvHIZGRz,-41,91,resign
jlxDAOJz,50,70,resign
5XB5ikrX,40,48,resign
bDcOkAPl,-49,7,resign
3X0AZRrG,-669,30,resign
jkwZJXbo,-669,52,mate
QHrQCRDT,621,2,resign
RzfhITm1,-621,3,resign
yfRbI6de,547,3,resign
VJC41GsP,-243,20,resign
y44Msw6h,-316,7,mate
0bPTSsbm,537,41,mate
L2WDlZ14,-537,36,resign
qttdAohZ,-201,62,mate
odAh8cU9,176,71,mate
gvu9qK9U,21,44,mate
4gQXomxa,81,33,mate
Ae98zqc9,363,29,mate
Mn1LbgKu,10,89,mate
U8iQ7CIG,-11,57,resign
agFTttls,-224,34,mate
9nhiwIrc,68,32,resign
ZzVYVfuL,-151,33,resign
hNrlM8wk,143,18,resign
6ogtGrQt,60,67,resign
06N5Bbxe,-6,81,mate
TYJHQxJo,-48,57,mate
7dpio6EA,28,99,mate
4Ilewq2c,-54,102,mate
kTSNXSyN,-222,40,resign
HYqtCTUD,77,38,resign
6lNhqUra,39,20,resign
LYQNu2PW,-333,112,mate
5n6kPydD,32,91,resign
t0CE1yBT,-84,37,mate
p9Wt9VAc,200,115,mate
1ziuafFK,250,47,mate
w9Al2iTR,-241,46,mate
xp8EzRTz,231,31,resign
ijqdXHbW,75,53,resign
7goJ1hPy,-103,20,mate
gUjm6t9I,82,167,mate
WB7GBnxy,-55,63,resign
GkNVnmLX,60,70,mate
YU7Vq2rX,93,112,resign
JA42uHSg,2,68,mate
uFRVhZHQ,422,59,resign
67MAWTpZ,-28,80,mate
TRlkjUev,529,67,mate
gNUEOfkV,-62,36,mate
5kY5WUxA,409,91,mate
iYziFDHN,-328,16,mate
XuoIw7SF,623,24,resign
BPrTBmfm,-1155,8,resign
23Xso018,-452,18,resign
6KY3n0LE,390,103,mate
0LWknSSP,629,10,resign
NXMwlV8w,-111,76,mate
4GkqU1PE,-488,106,mate
FHY8r25U,388,26,mate
6dzSqqDm,-532,13,mate
nWXlyNgg,-504,54,resign
r7yRPKaY,494,67,mate
zikC2jbx,-482,12,resign
vquNGkFY,200,57,resign
GrqcLH8a,-553,60,mate
OEPRYdOo,-866,16,mate
04EIrpaP,717,39,resign
K1AmmvZe,259,9,outoftime
ikYC1Cge,403,38,resign
gDTGX1e3,-528,34,resign
S0JaS1jI,353,41,outoftime
wGdnRsMi,318,26,resign
2guqueuz,-685,57,mate
3OsAGS9G,-607,52,outoftime
4UFFLmI2,328,31,mate
Pk2nmQn3,146,12,resign
4dp5wc6k,334,35,mate
Bx5pQZS2,151,73,outoftime
4j23HSvb,-246,86,mate
xIgF0GHg,215,11,resign
HDwrruYt,-252,2,resign
vsF01Ilj,-293,10,outoftime
Ej83SRXe,293,81,resign
KthS3NHV,-293,15,resign
OFZmzWlK,-57,12,resign
wzK25t8a,-8,55,resign
PxGfMtaL,3,81,mate
Mc4QPdAb,47,50,mate
R6EEI3vY,111,46,outoftime
70uokwwk,-28,21,resign
pO09f3QT,-7,27,resign
7DOaoGeV,-171,2,resign
7zT7fKqD,43,54,mate
N2tZep3s,-97,35,mate
D4j02rF3,-54,23,resign
zTjFt9eg,-29,20,resign
Z8KhVENm,6,10,resign
pr10qXl4,-34,4,resign
kLRjKHJX,-124,44,mate
3j0kRr01,68,22,outoftime
BqMaxwMW,72,86,mate
sZIfqpML,53,50,mate
LdYg0yf4,-330,108,mate
KbK72fSq,219,41,outoftime
1Zod3Qv9,28,16,resign
8FwaEnWw,127,21,resign
M4Vt1w6F,-7,30,outoftime
6iuCD2Ei,304,109,resign
GNpQjE1K,-140,54,resign
EqKRhO8u,-349,96,resign
Vg2JcMOE,-128,104,mate
jRv30KI1,111,54,outoftime
vwkSIpZ0,252,75,mate
BQTkPWBJ,11,67,outoftime
PsbhpAh5,308,68,outoftime
O4Gkxrm5,-201,88,mate
fFpgwcvI,-70,54,mate
pBuPv1LC,76,56,resign
oUloSjk9,401,39,mate
1tMjtQVi,-26,121,mate
825PEe6m,219,44,mate
jyj9GNQc,36,27,outoftime
0IqJXRdN,-167,35,mate
dVv7I3rg,132,45,mate
Wr703cq9,-219,20,resign
kwM24ID4,-209,78,mate
XVUC5dgy,138,56,mate
76zYX31c,95,141,mate
oJxtaZV1,570,61,outoftime
BWPCyxLM,-148,64,mate
bqAChXeW,596,19,mate
L2JqD5Mo,-460,26,mate
VIOfFX1W,855,51,mate
3mXiVTP1,248,115,outoftime
Xuhpjead,-52,100,mate
QPafD7XB,214,75,mate
vPCaf9T4,128,64,mate
ylCsKCVo,-752,36,mate
uBiBXa79,-545,64,mate
W0Db2z2k,74,77,outoftime
vwkSIpZ0,252,75,mate
ft5Pp17d,-24,74,mate
c05Ztnte,643,70,outoftime
3c1ok8Yr,-132,40,mate
nJLGbyL8,520,31,outoftime
tUP12rDG,2,56,mate
AmuzHx3I,-285,47,mate
bEf35R0X,163,33,resign
Qya11t2E,42,32,resign
Zm945lDd,-107,23,mate
AzJTzHod,80,77,resign
e9qGUJ91,-64,17,resign
3vtY3ASM,-138,128,mate
ALlD4o2m,-97,32,resign
yPfKCLif,-45,48,resign
eku5TSQx,-199,26,resign
G3BaMN6r,-74,46,resign
E2JLJVld,106,12,resign
klqUWVgc,189,32,resign
uJtX85el,-327,124,resign
nupRA4Bz,430,17,resign
ny8Pz7Fs,-372,94,resign
atvrScaB,503,23,resign
xCrd3EaK,503,51,mate
77yTce6t,-503,38,outoftime
AGMT1ZTP,172,85,mate
H6EQo623,-172,114,mate
qlNIjhKy,-82,70,outoftime
Cck7F1i6,82,85,mate
AubEAn9O,-82,62,mate
dQsjcqkA,82,53,mate
RUcEMTch,-448,60,mate
IrmDXyiQ,448,41,mate
Z6vd44mE,-448,20,resign
vBnES6Ky,-448,14,resign
VGZ2lppO,448,51,mate
r5DFOhSL,448,39,mate
kVFEIFAQ,-173,70,outoftime
DvBbvHEo,-78,9,resign
UWHmD4TN,98,15,resign
8k3DOYsm,-282,80,outoftime
kdfXa3Fs,34,39,mate
y5ELbImG,205,66,mate
8AkTLLt9,-373,81,resign
tyI0uTbu,-329,69,mate
B4m1tH7P,-138,28,mate
t6mdHSNd,-84,46,outoftime
TY9To34i,-289,46,mate
VN86u6YU,37,114,mate
cWrsTEgo,-193,59,resign
xzVxQtHS,205,93,mate
w6yQObUB,-119,68,mate
JNNBtQ1z,363,84,resign
MLozf6wy,-304,71,resign
jtwirDl4,167,61,resign
XU2aSJpr,-62,93,mate
hm1hlEEp,12,49,resign
X9qXwv0J,4,40,resign
jwiDvtUw,-73,168,resign
tyzK86lD,-139,61,resign
uYz3bt4v,-194,28,resign
w1IP0yqo,450,53,mate
VxTT5AS7,74,61,resign
PMp6DMRt,-12,83,resign
o6Cd4N2t,4,71,resign
NoOhvluH,-28,77,resign
Akng6RgR,62,156,outoftime
zYwcb45W,224,69,mate
xDSz0IvJ,373,77,resign
pnqCxr2D,248,65,resign
T0RlNA2f,131,76,mate
T4DVGxZD,122,29,resign
f7UPTGwk,108,66,mate
XmHXgF4P,-138,91,mate
cUO9QQU9,123,73,mate
JmiWDBPx,-7,62,mate
AHYfrQuM,24,105,resign
rY9AlCGo,-87,75,resign
y7Cqxzkx,-271,98,resign
2NtgZvBF,-324,72,resign
l81vn5EI,47,62,resign
3VhOTS13,-176,54,resign
nj9nicKt,527,66,resign
o682tfoY,397,37,resign
4PdXXPTD,-118,29,resign
MWP0253V,592,55,resign
6flKrsMp,-286,73,resign
bukaG0y8,647,39,mate
ktcyQlzk,937,49,mate
ng796Ixr,-688,48,mate
P0qkOgis,564,79,mate
s2mBmi3p,223,9,resign
jhdtWIo3,586,51,resign
SCaRj18P,33,33,outoftime
xWmJyQNx,-155,94,resign
yu53Bu4z,614,47,resign
342REOyC,326,27,resign
d8ioettO,16,11,resign
19MpTkmf,-380,70,resign
qO0X8v2F,-357,60,resign
st5BpERu,652,27,resign
wK4GQAj3,345,73,resign
8RkCBYpm,753,21,resign
2kO3kKu6,357,39,resign
IFp8nfQZ,73,45,mate
V424nN5B,-51,110,resign
UPcUB2Tt,27,45,resign
njN5niah,1,40,resign
fSGIGtCs,-78,77,resign
VKtNL8My,-76,47,resign
fzH5Q1tG,117,45,resign
iJoTkwH9,-95,40,resign
BNF3lL3A,-32,41,resign
64RbTU8h,12,48,resign
BajyEizY,47,62,outoftime
Sr1rM0fj,-15,46,outoftime
QAMJ6qWi,984,31,mate
NvV5jsrT,-984,38,mate
j73xhBdO,-547,34,mate
UIzzkIrU,-496,22,mate
nC2ovlsG,-149,92,resign
pHBZQFCA,-198,65,resign
T5zJ8LrR,249,53,outoftime
vR37nbhu,-269,22,resign
e9lW5664,11,68,mate
tyVpE6fx,177,57,outoftime
mB1jGzRN,44,52,resign
fLAZN1YG,-148,49,resign
D5oxHuMS,22,51,resign
RAnGhDmB,-157,20,resign
hvC0cVuJ,0,137,outoftime
WdLfHotx,19,46,resign
YBcsgyAd,304,39,resign
cWPwErEE,67,76,outoftime
ekGX7kSu,-123,126,resign
jDWjJBB4,38,66,mate
ayguuKL4,-142,112,resign
eqtL1GCI,-219,46,resign
o0HszYqU,254,134,mate
uWrTW7LU,-205,80,outoftime
SkMyE8gP,234,88,resign
uocWBrs9,145,45,resign
PxpPRBS0,-139,76,outoftime
asBHxWEO,419,43,mate
LLv8soTI,98,43,resign
ngEHQntO,34,64,resign
RDqMrFR8,84,39,resign
CDVEwFYa,16,50,resign
fVrvDDyE,130,150,resign
JoykGWni,100,96,outoftime
zM6tvGnk,133,71,resign
7gGS7pPm,-110,86,outoftime
3mKOHzw7,-25,55,resign
B3tErunx,-116,28,resign
f2ZTk7HE,-5,83,resign
QsZhZp1R,-143,117,resign
Tqf77qEs,66,95,outoftime
sworq8o3,-47,98,resign
xm2JsGQV,-94,120,resign
JaqSGaaU,19,107,outoftime
bqnOjpTT,-92,154,mate
nDdY19oK,-85,48,mate
dD8NMFWq,73,38,resign
f7gmW1Ld,92,16,resign
kHO8nEwI,68,44,resign
69jOMJ0Q,-254,36,mate
UU9iZWI5,60,59,resign
2DohR7nT,-188,20,resign
s92mywrk,-743,3,resign
ukrD5DWR,-310,42,mate
V7sUBmKR,215,21,resign
lYTKo3cq,-182,46,resign
lQGYh4Um,220,23,resign
GXYrEnF8,752,55,mate
qZFiw8wb,-66,63,mate
bmERzpsG,-126,90,mate
IIpn9RYk,-150,24,mate
iY3HQL7E,34,91,resign
QhMsuvnB,59,33,mate
RSWn3dym,28,77,resign
fUSlykPb,104,91,outoftime
pqkIYYtP,114,125,mate
Iuo32IUI,153,41,mate
xs1VBiLR,73,118,mate
IJeOuv9I,129,49,mate
oztjGqcs,67,64,resign
6Is0IXFg,-15,42,mate
gzKxnMzD,1172,35,mate
1nwBCZ0R,407,67,resign
nLJUV1jL,257,63,resign
bhdGL9GP,257,71,resign
KRIxBpUF,-401,26,outoftime
BtGygBSf,339,19,outoftime
rAO6oybn,-1223,1,outoftime
PCilG7NF,-437,42,outoftime
9bIIqx54,-521,32,outoftime
Q30VWhyC,23,24,outoftime
SOwFl165,58,53,resign
fd0IBVF5,-349,89,resign
wz1du4gO,-210,43,resign
Xmxo6JB6,-547,85,resign
8s3NuPoB,-617,51,resign
O2sgklXt,-35,78,resign
QT2EIF2I,-580,75,resign
KtIuuYtF,-554,89,resign
P56vlslk,416,72,resign
Z2MOp4iS,0,34,resign
JOhiCu2b,57,64,resign
Vbpo8Q4f,-115,28,resign
4gJZ3HlD,-179,80,resign
EBelAf6b,-622,53,resign
747oYwWN,241,45,mate
eykNBbyC,-503,70,resign
Wrdb9ap2,-258,47,outoftime
eyoEHEvr,-460,59,resign
RXa6rVdm,-369,67,resign
ThP7773E,-945,124,resign
CYeIrdEp,-25,73,mate
tKU5HLNT,40,110,resign
qsuJFyCt,27,62,resign
aEEvKCsX,90,21,resign
ud0mZPtX,-72,64,mate
zEEwy0uG,54,35,resign
DRTzilcV,-127,75,resign
o4Am07tc,217,23,resign
IdP6M5Di,85,55,resign
1YJSkH4F,23,9,resign
vd26sJzt,17,38,resign
4akZIXfa,-49,100,resign
VwU8FwEG,-1,60,mate
nx8wg3OJ,9,57,mate
ZDh6xUyE,22,137,mate
5HirxflU,-2,132,resign
2WSTNFtQ,-11,58,resign
DZKT0Fof,-30,102,resign
UCCXqbZz,54,22,resign
MgoXD3YY,-80,67,mate
ULNqaP25,-10,60,mate
aTvjb9d5,0,55,mate
P3SwoQ4j,-19,112,mate
xvJyxZKq,35,53,mate
nw5bRQlq,10,58,resign
WXzfpoWV,-5,11,resign
17oL15lL,-71,101,mate
jJvgwcHD,-1,39,mate
UooQu6Ls,0,28,mate
SxcOGVai,52,89,resign
5jBburnL,-19,101,resign
RBoa0nAn,20,45,mate
EoX1dlS7,1,76,resign
YQvNKW6O,-31,136,resign
5DOob7C4,32,81,mate
J1WcRfNR,2,63,resign
GAE1WjW7,63,37,mate
Jeaxy25z,34,61,mate
FOaG5iUR,-29,86,resign
IBHNgvJE,-53,17,resign
KX7L0DbZ,34,45,resign
SGZoequp,70,96,outoftime
nxDsrrWl,240,37,resign
SJlZHgIa,299,57,mate
JdHchFFP,95,46,resign
RqPrUk9B,-45,128,mate
xXtwQKG2,-338,14,resign
D2NhMhgw,-377,23,mate
MdkQt2T6,-535,46,resign
D6FrXtnK,-895,77,resign
isHrh3sR,155,73,resign
cd1DWtOo,-485,71,mate
6ggj0AN0,6,51,resign
XFxpFHiZ,165,29,resign
VEWuoSbz,-580,70,mate
rvrw7nif,333,107,mate
eBKMJuCi,162,59,mate
hj8UMjNP,234,89,resign
vrhok4lN,-209,50,mate
RnY0tWdO,-125,88,outoftime
oLagfuI6,125,43,resign
6Qy2vYGH,482,23,mate
T7DEEkEB,118,63,resign
sBrF3ZKa,203,96,resign
jYFf0JGh,-304,58,mate
s0nlGCqt,436,85,resign
aUEWgviJ,-367,61,mate
ReYRbiID,91,65,mate
hfaJn9bJ,-53,58,mate
RSSLZ1mn,146,83,mate
0lC4eBOL,129,45,resign
zsDZVq9c,624,10,resign
31Os60Zu,-467,60,mate
RnMLFkSC,-568,10,resign
cp1sG0Zp,-617,56,mate
43TQwJxd,614,77,mate
aPRqNJSF,315,81,mate
Op1suFRj,-305,36,mate
y9G0CW4z,206,39,mate
SDU7b0NR,545,11,mate
BHuwJKgG,-260,50,mate
PqxiSnXO,-554,50,mate
dnEjjPvx,306,23,resign
0XCi6r0P,441,59,resign
GAzFzP39,-366,10,outoftime
twh9DMeG,431,41,resign
Bxx8wqMV,-559,9,resign
kkd8lWaZ,151,4,outoftime
fK1JECF5,-673,20,mate
cC7uOatR,319,35,resign
jFPvzYT3,-304,18,resign
O9OyHawW,154,87,resign
fQJtqVJL,353,63,resign
PfdsfTbK,58,51,mate
lkTEFLBW,-273,66,resign
la9On8ts,264,157,mate
xD4BHEFm,-213,35,resign
zfP8G5oC,200,71,resign
b9omPGYk,302,113,resign
b44uCNTN,293,9,mate
BdIezB0A,-417,26,resign
j3rp8tGX,47,33,mate
wP21dJIn,-510,50,mate
HOfbhY3r,506,39,mate
sqRiBJRW,-502,30,resign
wo8bteIK,562,39,mate
CXuV6G1M,-48,89,resign
qXhFL6ZJ,16,23,mate
zQb9iQis,87,65,resign
ExBGEEgY,-171,67,resign
yEjbQYQA,-175,18,resign
dahhVZOF,119,53,outoftime
RC5SyNNJ,-257,51,outoftime
dUvHyHgs,-106,47,mate
IqB4wiEU,137,30,resign
gc0wrZqA,-303,49,resign
yZwvNSmX,366,2,resign
P14JYgF9,-366,3,resign
XsbEuihN,356,39,resign
ULuBC0Un,400,38,resign
5Vr0mXnf,-459,94,mate
KyfAqJl3,-252,94,resign
XyipO93f,310,9,resign
BYhwzXGh,-366,30,mate
pUgP3D3w,366,19,mate
yajeysYN,428,13,outoftime
R7Z1aFZM,-366,33,outoftime
KgAxVHBG,366,81,mate
QrnjLjKH,-366,28,mate
7wl2KdGe,-160,56,outoftime
NmVwEdw4,-370,69,resign
hTsBJWOA,-49,86,mate
P4Z4fzA0,352,31,mate
TL7gCJD3,419,55,resign
AAwOojzE,137,20,resign
XlxPIU9I,83,26,resign
XvGtFLEG,468,17,resign
wuEqfTPw,-468,40,resign
e11piBc9,235,67,mate
tkTROuMp,148,102,resign
1HKcLthn,-148,78,resign
XK9X6uJy,-143,48,resign
Z8N15NEr,-613,24,mate
sIFGXZdZ,-132,92,resign
RPrRNcBS,-93,68,resign
3Dj4JtD0,-99,38,resign
wIJnQ2VB,-157,53,resign
n1mTPFX4,400,141,resign
932yizRq,556,43,mate
TiHCvKyG,-545,50,resign
fQm0Iu8C,120,71,resign
VjXKvmrF,-63,26,resign
ahgnxcvN,330,52,resign
ZcxLZ1E1,13,150,mate
JEoVOSJB,11,20,resign
bdYAOw94,9,26,resign
jN0XQFbk,-117,87,resign
nuyGwJDZ,-6,77,mate
sYD0dnmw,-409,50,resign
1xR5m5BF,-96,21,mate
txO1Wkqq,-101,57,resign
MVIAqnvk,161,47,resign
yOC2d8Mq,-75,85,resign
SS47qZDp,-60,62,mate
UnsR6Qcz,-798,36,resign
IxK3oYQN,-471,28,resign
y3RkwWwg,382,43,mate
BwjHREbl,-658,63,resign
hkG6G65F,-490,22,resign
TMQYF9q7,-514,57,resign
DhUG7VKO,0,67,resign
E3vUrIpP,0,51,resign
yNTbnBGs,0,94,resign
UQyVvcow,0,35,resign
25s8Jqfj,0,62,resign
R4nwol9S,0,11,resign
2kHqS7aw,-763,57,resign
ATs5QKCg,763,146,resign
WBdUdDBF,-763,79,resign
PGuhUXEo,599,23,resign
Nf7KcBkH,313,46,resign
3lKkdMnw,145,14,resign
gZ9e51VE,-180,9,resign
gZzvkRxc,196,58,resign
csh3IqLB,7,54,mate
mIF3Zc9B,-5,27,resign
96vGoqIJ,-127,53,resign
Irrsj6Bs,136,42,mate
dAjWcZtr,-202,25,resign
f1tDsQ4m,278,28,mate
QsRQzVzF,48,131,mate
guRhqi9D,258,30,resign
YCcBzhg1,-235,35,resign
CzXdrckT,70,16,resign
grEbBmG5,273,42,mate
tLSOm1m2,250,46,resign
3ysSReoe,-25,3,resign
UvSWeqFE,-11,39,resign
hxKBvkBd,129,35,resign
ointHIJM,-135,33,resign
SRvOKSur,22,119,mate
jQSWtcmG,332,37,mate
7rJxm00z,373,53,mate
rJLy38ej,-373,42,mate
aUXdrveh,348,95,outoftime
DSAQT80n,348,81,resign
OVF5qbNT,-348,22,resign
IyJH0dwA,-5,142,mate
ILYohlgX,108,39,mate
pNu4BXfj,123,48,resign
Sf6NjBEs,-28,96,mate
OCVDIC6i,-371,112,mate
2LYR9SEP,-288,86,outoftime
7jCyf7ap,-133,71,resign
krF9Dz1b,409,71,resign
pKnZiFpW,-147,94,resign
Grubcd0I,-34,61,resign
rBEQ3gqc,-5,35,resign
eUEzsSNF,37,68,mate
YNUaWz9u,27,55,mate
3YGKZ2Wq,101,147,mate
MzwM3FTF,13,104,mate
fehuaLTD,346,2,outoftime
gMbAO5xt,-290,33,resign
jElEAAJd,-89,35,resign
rcD4rwDM,-10,29,resign
RAwMzivk,398,85,resign
Fy3ZExXm,294,26,mate
NeBG92UZ,293,24,resign
NujCv5Fy,272,47,mate
StouvJGZ,-209,41,resign
uQHyjdyB,204,15,mate
noNiTGVe,-193,98,outoftime
qhDWmINz,-128,54,mate
URDWopKS,-162,43,resign
rwAMUWmx,110,11,mate
O3nsRoGI,-295,78,resign
LrlglwFj,253,13,mate
49ssxBlA,-237,63,mate
uxB4EezK,278,9,resign
tpAQVFdP,142,99,resign
xp2ZOhBQ,-211,65,mate
L18MX1x3,-57,48,outoftime
uRX6iICZ,146,71,outoftime
K0lbKqYt,314,38,mate
NscsBm2s,292,47,mate
qNSNQJ8c,-285,38,resign
FJTeB0gx,-350,60,mate
yNzi557Z,344,97,mate
TFw8FHCY,-338,48,resign
ZyjHdUGk,380,36,mate
KFLvkNhL,-374,94,mate
IeGpHu1q,-278,136,mate
94JCPpaL,273,60,mate
Ac6CB7hz,94,44,mate
8qYTysFk,7,44,mate
Q3VXvZTS,9,150,mate
rTiytsQN,-29,96,mate
Px2xyl4d,-2,30,outoftime
Iwow2Y64,26,34,resign
G4k1jK69,21,56,mate
ShGLDecv,-4,75,resign
6WUAPwNb,6,52,resign
QNc6GrSl,-57,21,resign
ukFFxi1H,-95,65,resign
AT83WBD9,78,53,mate
YzrWlckd,-107,49,mate
NezbKvl7,-110,40,resign
qloW1jcG,94,37,mate
AmudwqU7,-77,42,mate
D1SkxJzy,58,31,resign
3dn1h2k9,-86,11,resign
Pky8l3Lt,10,11,resign
dKW27o1C,-40,49,resign
ytR8qwlM,-51,72,resign
5OGbiIWT,31,85,resign
cD38oLH2,-11,58,resign
Jb7C1x9e,-27,80,resign
J3XT3dpb,5,61,mate
7Z4DZf68,5,5,resign
b9SIcVDM,113,7,resign
83vhI5GR,-616,33,resign
WX24MyQf,691,64,resign
Ix0jkl7X,-238,26,mate
JAl8hjBY,-396,51,resign
